@relation segment0

@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}

@data
6,90,9,0,0,1.944445,0.596296,1.333334,1.822224,18.11111,18.777779,22.11111,13.444445,2,12,-14,22.11111,0.38846,-1.425885,positive
23,237,9,0,0,1.666667,2.444445,1.777778,2.074075,5.851852,4.222222,4.555555,8.777778,-4.888889,-3.888889,8.777778,8.777778,0.541266,2.180526,negative
123,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
37,78,9,0,0,1.000001,0.177777,2.555556,2.874073,43.814816,41.11111,51.88889,38.444443,-8.111111,24.222221,-16.11111,51.88889,0.258916,-1.886072,negative
94,135,9,0,0,2.277778,1.262962,0.555555,0.385185,2.185185,0.777778,4.888889,0.888889,-4.222222,8.111111,-3.888889,4.888889,0.888007,-2.110974,negative
45,89,9,0,0,0.777778,0.340741,0.777778,0.474074,2.296296,0.111111,6.444445,0.333333,-6.555555,12.444445,-5.888889,6.444445,0.986111,-2.123905,negative
94,67,9,0,0,2.555556,3.362964,1.555556,1.185185,23.74074,22.88889,30.777779,17.555555,-2.555556,21.11111,-18.555555,30.777779,0.429897,-1.670171,positive
176,187,9,0,0,1.777777,1.600925,2.333334,2.0221,54.77778,49,68,47.333332,-17.333334,39.666668,-22.333334,68,0.304126,-2.009615,negative
138,21,9,0,0,0.666665,0.760117,1,0.516396,127.296295,116.22222,143.11111,122.55556,-33.22222,47.444443,-14.222222,143.11111,0.187853,-2.339377,negative
212,68,9,0.111111,0,2.888889,2.083444,1.833333,0.936897,37.962963,37.555557,41.666668,34.666668,-1.222222,11.111111,-9.888889,41.666668,0.167908,-1.659641,negative
67,118,9,0,0,1.111111,0.385186,2.277778,4.285184,21.11111,20.222221,27.333334,15.777778,-2.666667,18.666666,-16,27.333334,0.416884,-1.620749,positive
229,104,9,0,0,0.5,0.547722,2.833333,2.041242,19.777779,16.333334,26.11111,16.88889,-10.333333,19,-8.666667,26.11111,0.375532,-2.150638,negative
20,117,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
17,18,9,0,0,1.222221,1.29386,1.277777,1.25462,125.62963,114,142,120.888885,-34.88889,49.11111,-14.222222,142,0.197105,-2.352184,negative
25,208,9,0,0,5.722223,4.841564,6.333334,3.552778,55.62963,48.22222,70.333336,48.333332,-22.222221,44.11111,-21.88889,70.333336,0.320595,-2.094585,negative
21,232,9,0,0,2.388889,2.685185,2.277778,2.374074,13.555555,11.333333,12.333333,17,-6.666666,-3.666667,10.333333,17,0.327918,2.283147,negative
33,132,9,0.111111,0,1.055556,0.998147,1.722222,0.998146,1.962963,0.666667,4.222222,1,-3.888889,6.777778,-2.888889,4.222222,0.676888,-2.152432,negative
49,95,9,0,0,1.666667,5.911111,3,3.288889,5.185185,2.222222,9.444445,3.888889,-8.888889,12.777778,-3.888889,9.444445,0.794108,-2.326455,negative
110,92,9,0.111111,0,1.888889,4.02963,2.277778,3.529629,7.444445,3.222222,12.666667,6.444445,-12.666667,15.666667,-3,12.666667,0.759012,-2.452176,negative
142,208,9,0,0,1.944444,2.640738,2.499999,1.322222,18.555555,15.444445,14.888889,25.333334,-9.333333,-11,20.333334,25.333334,0.440895,2.102212,negative
39,138,9,0,0,1.111111,0.501848,2.388889,1.638653,54.62963,49.11111,66.77778,48,-16.555555,36.444443,-19.88889,66.77778,0.280911,-2.029656,negative
28,188,9,0,0,1.444444,1.496296,5.111111,19.007412,29.962963,26.88889,36.444443,26.555555,-9.222222,19.444445,-10.222222,36.444443,0.275863,-2.083566,negative
62,223,9,0,0,2.5,5.722223,1.666667,2.444444,6.666666,4.888889,4.666667,10.444445,-5.333334,-6,11.333333,10.444445,0.59315,2.046588,negative
66,160,9,0,0,3.000001,4.044447,2.777778,0.429629,22.851852,18.222221,31.555555,18.777779,-13.888889,26.11111,-12.222222,31.555555,0.426014,-2.138726,negative
180,162,9,0,0,3.111109,5.762963,12.944446,9.396256,41.48148,35.666668,50.555557,38.22222,-17.444445,27.222221,-9.777778,50.555557,0.291106,-2.335371,negative
59,96,9,0,0,0.611111,0.418521,0.611112,0.240741,111.59259,103.44444,128.11111,103.22222,-24.444445,49.555557,-25.11111,128.11111,0.197734,-2.085954,negative
29,85,9,0,0,2.833333,2.942033,2.388889,3.050805,4.074074,2.111111,6.777778,3.333333,-5.888889,8.111111,-2.222222,6.777778,0.762963,-2.369864,negative
170,113,9,0,0,2.833333,0.623608,1.222222,0.68853,28.333334,24.333334,34.88889,25.777779,-12,19.666666,-7.666666,34.88889,0.302071,-2.236251,negative
252,82,9,0,0,1.055555,0.41852,0.777778,0.474074,38.88889,34.555557,48.444443,33.666668,-13,28.666666,-15.666667,48.444443,0.303876,-2.028043,negative
163,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
31,62,9,0,0,1.833334,0.833334,1.833333,0.966668,21.185184,20.555555,27.222221,15.777778,-1.888889,18.11111,-16.222221,27.222221,0.419469,-1.650123,positive
108,144,9,0,0,0.388889,0.151852,0.222222,0.074074,0.962963,0,2.888889,0,-2.888889,5.777778,-2.888889,2.888889,1,-2.094395,negative
38,41,9,0.111111,0,1.777778,1.674074,1.666667,1.777778,22.481482,20.777779,29.777779,16.88889,-5.111111,21.88889,-16.777779,29.777779,0.432047,-1.77166,positive
229,104,9,0,0,0.5,0.547722,2.833333,2.041242,19.777779,16.333334,26.11111,16.88889,-10.333333,19,-8.666667,26.11111,0.375532,-2.150638,negative
79,47,9,0.111111,0,0.666669,0.355557,1.000001,1.155558,126.37037,116,141.66667,121.44444,-31.11111,45.88889,-14.777778,141.66667,0.181012,-2.315792,negative
180,116,9,0,0,2.944446,1.611303,1.333333,0.816497,33.185184,29.11111,41.666668,28.777779,-12.222222,25.444445,-13.222222,41.666668,0.309461,-2.068113,negative
252,195,9,0,0,2.611112,2.091428,3.722222,2.205214,47.666668,42.444443,58.77778,41.77778,-15.666667,33.333332,-17.666666,58.77778,0.288788,-2.051671,negative
105,110,9,0,0,0.5,0.122222,1.944444,2.374073,4.222222,4.333334,6.333334,2,0.333333,6.333334,-6.666666,6.333334,0.708333,-1.539762,positive
240,26,9,0,0,1.222224,1.0074,0.888888,0.207411,136.88889,131,146.55556,133.11111,-17.666666,29,-11.333333,146.55556,0.106102,-2.230725,negative
96,119,9,0,0,0.333333,0.088889,0.555555,0.207407,1.444444,0,4.222222,0.111111,-4.333334,8.333333,-4,4.222222,1,-2.11372,negative
29,125,9,0,0,0.388889,0.062963,0.666667,0.177778,5.851852,7.222222,6.888889,3.444444,4.111111,3.111111,-7.222222,7.333334,0.529762,-0.944272,positive
24,58,9,0,0,0.888889,0.162963,1.388889,2.285186,20.925926,20,27.333334,15.444445,-2.777778,19.222221,-16.444445,27.333334,0.434743,-1.685074,positive
76,198,9,0,0,1.777778,1.204928,1.5,0.691214,14.555555,12.111111,11.777778,19.777779,-7.333334,-8.333333,15.666667,19.777779,0.411573,2.055672,negative
212,160,9,0,0,1.444444,1.29386,1.444444,1.772214,23.25926,17.777779,23.444445,28.555555,-16.444445,0.555556,15.888889,28.555555,0.378216,2.642597,negative
159,116,9,0.111111,0,0.444444,0.344265,2.055555,1.103865,29.814816,25.666666,37.11111,26.666666,-12.444445,21.88889,-9.444445,37.11111,0.310286,-2.177507,negative
44,79,9,0,0,0.444444,0.344265,0.777779,0.403686,107.74074,93.888885,126.55556,102.77778,-41.555557,56.444443,-14.888889,126.55556,0.258079,-2.377965,negative
129,91,9,0,0.111111,27.277779,752.24066,25.277779,377.9295,44.296295,38.444443,52.666668,41.77778,-17.555555,25.11111,-7.555555,52.666668,0.348885,-2.320272,negative
31,42,9,0.111111,0,1.277777,0.685184,0.944444,0.774073,127.03704,117,141.77779,122.333336,-30.11111,44.22222,-14.111111,141.77779,0.174634,-2.31442,negative
133,67,9,0,0,1.388889,1.396297,2.111111,1.229631,27.148148,25.11111,35.88889,20.444445,-6.111111,26.222221,-20.11111,35.88889,0.429308,-1.768356,positive
84,134,9,0,0,0.444444,0.118518,0.722222,0.151852,2.111111,1,4.666667,0.666667,-3.333333,7.666666,-4.333334,4.666667,0.874074,-2.013143,negative
103,125,9,0,0,0.944445,0.827759,0.833333,0.691215,1.777778,0.444444,3.888889,1,-4,6.333334,-2.333333,3.888889,0.923809,-2.237562,negative
45,111,9,0,0,0.5,0.349603,1,0.78881,16.11111,12.222222,23.777779,12.333333,-11.666667,23,-11.333333,23.777779,0.489897,-2.100671,negative
245,140,9,0,0,0.166667,0.278887,0.611111,0.742867,0.407407,0.222222,0.777778,0.222222,-0.555556,1.111111,-0.555556,0.777778,0.240741,-2.094395,negative
25,18,9,0,0,0.666665,0.088889,0.555553,0.385184,114.14815,102.44444,132.33334,107.666664,-35.11111,54.555557,-19.444445,132.33334,0.225725,-2.278452,negative
142,100,9,0,0,0.666667,0.266666,1.388889,0.907407,22.222221,21.777779,28.444445,16.444445,-1.333333,18.666666,-17.333334,28.444445,0.421994,-1.623301,positive
204,194,9,0,0,2.611111,1.925463,5.111111,3.416733,41.037037,37,49.77778,36.333336,-12.111111,26.222221,-14.111111,49.77778,0.275415,-2.045201,negative
238,25,9,0,0,0.388887,0.250923,0.944447,0.827759,116.25926,103.666664,133.77779,111.333336,-37.77778,52.555557,-14.777778,133.77779,0.224975,-2.360195,negative
116,203,9,0,0,3.055555,1.948408,2.944444,1.756469,19.518518,15.444445,17.666668,25.444445,-12.222222,-5.555555,17.777779,25.444445,0.393868,2.320382,negative
14,134,9,0,0,0.388889,0.062963,0.388889,0.062963,5.296296,6.777778,6.222222,2.888889,4.444445,2.777778,-7.222222,7,0.587302,-0.912631,positive
69,59,9,0,0,1.277777,0.951851,2.055555,1.485185,23.851852,22.666666,30.88889,18,-3.555556,21.11111,-17.555555,30.88889,0.415301,-1.699326,positive
67,64,9,0,0,2.111111,2.118519,2.388889,3.440744,22.481482,22,28.88889,16.555555,-1.444444,19.222221,-17.777779,28.88889,0.426923,-1.625668,positive
110,189,9,0,0,1,0.666667,1.222222,1.186342,12.925926,10.888889,9.222222,18.666668,-6.111111,-11.111111,17.222221,18.666668,0.508139,1.910864,negative
140,188,9,0,0,2,2.108185,3.055555,2.498147,61.666668,54.444443,76.55556,54,-21.666666,44.666668,-23,76.55556,0.295624,-2.074028,negative
208,65,9,0,0,1.388887,1.23678,26.444445,25.537477,56.703705,52.666668,64.44444,53,-12.111111,23.222221,-11.111111,64.44444,0.19713,-1.970812,negative
127,120,9,0,0,0.5,0.477778,0.722222,0.596296,1.518519,0.111111,4.111111,0.333333,-4.222222,7.777778,-3.555556,4.111111,0.984127,-2.133095,negative
70,71,9,0.111111,0,2.111112,1.807406,2.833333,2.077779,22.777779,21.88889,29.666666,16.777779,-2.666667,20.666666,-18,29.666666,0.43357,-1.66796,positive
68,103,9,0,0,0.666667,0.577778,1.111111,0.962963,2.148148,0.111111,5.666666,0.666667,-6.111111,10.555555,-4.444445,5.666666,0.987654,-2.185466,negative
228,91,9,0,0,0.722222,0.196296,1.111111,0.385185,2.62963,0.444444,6.222222,1.222222,-6.555555,10.777778,-4.222222,6.222222,0.939815,-2.225735,negative
233,211,9,0.111111,0,2.666667,6.08889,1.666667,1.733333,15.444445,12.444445,15.222222,18.666668,-9,-0.666667,9.666667,18.666668,0.335421,2.554965,negative
29,100,9,0,0,2.222223,1.362964,2.666667,3.644445,20.62963,20.88889,25.555555,15.444445,0.777778,14.777778,-15.555555,25.555555,0.394331,-1.519702,positive
169,102,9,0,0,1,0.355555,0.888889,0.296295,58.22222,53.444443,69.66667,51.555557,-14.333333,34.333332,-20,69.66667,0.25976,-1.985584,negative
180,179,9,0,0,2.277778,2.507411,4.555556,7.274074,35.48148,31.333334,44.11111,31,-12.444445,25.88889,-13.444445,44.11111,0.301166,-2.0752,negative
81,122,9,0,0.111111,7.388889,64.95186,4.833334,42.255566,6.62963,3.333333,11.333333,5.222222,-9.888889,14.111111,-4.222222,11.333333,0.809331,-2.349017,negative
102,50,9,0,0,1.611112,1.062841,1.333334,0.869227,60.851852,53,75.77778,53.77778,-23.555555,44.77778,-21.222221,75.77778,0.304774,-2.129479,negative
182,186,9,0.111111,0,3.666666,2.043961,1.777777,1.241266,48.444443,43.77778,59.88889,41.666668,-14,34.333332,-20.333334,59.88889,0.304522,-1.973056,negative
49,148,9,0,0,0.777778,0.251851,6.666666,33.422226,15.962963,12,16.88889,19,-11.888889,2.777778,9.111111,19.444445,0.403708,2.91248,negative
149,92,9,0,0,1.222222,0.562964,2.333333,3.822222,23.666666,23.11111,30.333334,17.555555,-1.666667,20,-18.333334,30.333334,0.420973,-1.637777,positive
92,89,9,0,0,1.999999,1.264911,1.222221,0.958392,58.925926,51,74.44444,51.333332,-23.777779,46.555557,-22.777779,74.44444,0.317871,-2.108757,negative
169,66,9,0,0,2.000001,2.08889,0.944445,0.418519,51.592594,47.77778,61.22222,45.77778,-11.444445,28.88889,-17.444445,61.22222,0.252103,-1.961254,negative
96,130,9,0,0,0.555555,0.45542,1.222222,0.655461,2.407408,0.444444,5,1.777778,-5.888889,7.777778,-1.888889,5,0.931217,-2.366216,negative
91,115,9,0.111111,0,1.722222,1.440742,3.888889,2.829631,19.925926,20.555555,24.11111,15.111111,1.888889,12.555555,-14.444445,24.11111,0.375321,-1.440963,positive
189,39,9,0,0,1.055555,0.574136,0.777776,0.583728,124.18519,113.888885,140.33334,118.333336,-30.88889,48.444443,-17.555555,140.33334,0.188391,-2.268113,negative
231,123,9,0,0,0.666667,0.088889,0.388889,0.151852,5.814815,7.111111,6.888889,3.444444,3.888889,3.222222,-7.111111,7.333334,0.531746,-0.988413,positive
158,186,9,0,0,0.888889,0.340741,1.5,1.81111,12.074074,9.333334,10.777778,16.11111,-8.222222,-3.888889,12.111111,16.11111,0.428864,2.31952,negative
14,71,9,0,0,13.055554,10.382501,21.888885,16.536379,31.851852,25.555555,40.22222,29.777779,-18.88889,25.11111,-6.222222,40.22222,0.395671,-2.401825,negative
106,65,9,0.222222,0,2.222222,1.655519,2.277779,0.827759,60.62963,53.666668,74.55556,53.666668,-20.88889,41.77778,-20.88889,74.55556,0.287325,-2.091037,negative
65,70,9,0,0,0.666665,0.177776,1.111108,0.562963,112.51852,104,127.77778,105.77778,-25.555555,45.77778,-20.222221,127.77778,0.186099,-2.17166,negative
133,141,9,0,0,0.111111,0.172133,0.111111,0.172133,0.074074,0,0.222222,0,-0.222222,0.444444,-0.222222,0.222222,0.222222,-2.094395,negative
161,176,9,0,0,0.388889,0.151852,1.166667,0.388889,13,10.111111,11.777778,17.11111,-8.666667,-3.666667,12.333333,17.11111,0.407734,2.340618,negative
66,160,9,0,0,3.000001,4.044447,2.777778,0.429629,22.851852,18.222221,31.555555,18.777779,-13.888889,26.11111,-12.222222,31.555555,0.426014,-2.138726,negative
212,239,9,0,0,1.944444,1.451691,2.333333,2.820559,10.37037,7.666666,9.666667,13.777778,-8.111111,-2.111111,10.222222,13.777778,0.445969,2.426379,negative
112,114,9,0,0,0.722222,0.062963,0.666667,0.044444,5.259259,6.555555,6.111111,3.111111,3.888889,2.555556,-6.444445,6.666666,0.534392,-0.91061,positive
70,122,9,0,0,3.666667,4.033196,4.111111,3.781044,19.88889,17.88889,25.11111,16.666668,-6,15.666667,-9.666667,26.444445,0.402492,-1.540214,negative
2,44,9,0,0,2.166667,2.388888,2.38889,1.529629,18.74074,17.333334,25.222221,13.666667,-4.222222,19.444445,-15.222222,25.222221,0.457681,-1.753726,positive
230,41,9,0,0,0.888891,0.68853,1.888889,1.241266,121.48148,110.22222,138.88889,115.333336,-33.77778,52.22222,-18.444445,138.88889,0.206392,-2.280803,negative
186,162,9,0,0,1.611112,0.596296,12.388888,66.818535,44.074074,37.444443,54.666668,40.11111,-19.88889,31.777779,-11.888889,54.666668,0.301508,-2.386671,negative
235,196,9,0,0,1.666667,1.333334,2.222222,1.148268,47.25926,41.77778,58.555557,41.444443,-16.444445,33.88889,-17.444445,58.555557,0.294238,-2.074616,negative
217,130,9,0,0,2.333333,2.533333,1.444445,0.474074,21.37037,15.777778,31.88889,16.444445,-16.777779,31.555555,-14.777778,31.88889,0.505441,-2.134924,negative
40,73,9,0.111111,0,1.388889,1.085185,1.611112,2.507408,20.62963,19.777779,26.777779,15.333333,-2.555556,18.444445,-15.888889,26.777779,0.426973,-1.675465,positive
27,134,9,0,0,1.111111,0.981307,1.611111,1.06284,8.703704,3.666667,15.888889,6.555555,-15.111111,21.555555,-6.444445,15.888889,0.772831,-2.343004,negative
150,152,9,0,0,0.111111,0.02963,2.055556,3.574075,1.37037,1,2.333334,0.777778,-1.111111,2.888889,-1.777778,2.333334,0.537037,-2.007351,negative
105,139,9,0,0,0.277778,0.107407,0.833333,0.522222,6.111111,7.555555,7.222222,3.555556,4.333334,3.333333,-7.666666,7.555555,0.532628,-0.965946,positive
242,89,9,0,0,0.5,0.477778,0.944445,0.551852,1.814815,0.777778,4.111111,0.555556,-3.111111,6.888889,-3.777778,4.111111,0.896296,-2.042259,negative
72,118,9,0,0,0.277778,0.062963,0.555556,0.118518,5.481482,6.555555,6.666666,3.222222,3.222222,3.555556,-6.777778,7.111111,0.545855,-1.053347,positive
100,194,9,0,0,1.722222,2.594153,3.222223,1.500616,61.555557,54.77778,76.22222,53.666668,-20.333334,44,-23.666666,76.22222,0.295908,-2.042718,negative
169,136,9,0,0,0.277778,0.062963,0.833333,0.211111,2.074074,0.666667,4.888889,0.666667,-4.222222,8.444445,-4.222222,4.888889,0.877513,-2.094395,negative
173,67,9,0,0,1.111111,1.241266,0.222222,0.344265,0.740741,0.777778,1.111111,0.333333,0.111111,1.111111,-1.222222,1.111111,0.231481,-1.512684,negative
48,79,9,0,0,1.777778,1.851852,1.166667,1.322222,5.407407,1.777778,10.555555,3.888889,-10.888889,15.444445,-4.555555,10.555555,0.842452,-2.339798,negative
99,107,9,0.111111,0,1.555556,2.029629,3.333333,2.266665,18.62963,19.444445,23,13.444445,2.444444,13.111111,-15.555555,23.11111,0.413785,-1.370369,positive
203,133,9,0,0,0.111111,0.02963,0.111111,0.02963,0.592593,0,1.777778,0,-1.777778,3.555556,-1.777778,1.777778,1,-2.094395,negative
206,133,9,0,0,0.055556,0.136083,0.055556,0.136083,0.37037,0,1.111111,0,-1.111111,2.222222,-1.111111,1.111111,1,-2.094395,negative
250,87,9,0,0,0.722222,0.240741,0.611111,0.374074,11.148149,6.666666,19.555555,7.222222,-13.444445,25.222221,-11.777778,19.555555,0.659329,-2.138617,negative
39,17,9,0,0,1.111111,1.088662,0.888891,0.807374,71.18519,63.333332,87.333336,62.88889,-23.555555,48.444443,-24.88889,87.333336,0.284874,-2.075161,negative
71,197,9,0,0,2.722223,1.854924,4.555556,2.146487,55.444443,49.11111,69.55556,47.666668,-19,42.333332,-23.333334,69.55556,0.314739,-2.024321,negative
118,180,9,0,0,1.944445,1.481991,3.111111,1.088663,48.555557,44.11111,59,42.555557,-13.333333,31.333334,-18,59,0.278822,-1.996042,negative
192,162,9,0,0,2.388889,2.196297,14.944444,219.57411,40.444443,34.444447,49.444443,37.444443,-18,27,-9,50.333332,0.307814,-2.573635,negative
118,38,9,0,0,0.777777,0.58373,0.888888,1.068055,124.85185,113.333336,141.66667,119.55556,-34.555557,50.444443,-15.888889,141.66667,0.199972,-2.322923,negative
76,138,9,0,0.222222,3.222223,3.879672,5.5,2.428991,16.518518,9.888889,24.777779,14.888889,-19.88889,24.777779,-4.888889,24.777779,0.60922,-2.439538,negative
138,116,9,0,0,0.611111,0.151852,0.444445,0.207407,6.481482,7.555555,8.222222,3.666667,3.222222,5.222222,-8.444445,8.333334,0.559171,-1.19107,positive
72,111,9,0,0,0.5,0.3,0.944444,1.396296,1.296296,0,3.555556,0.333333,-3.888889,6.777778,-2.888889,3.555556,1,-2.139494,negative
58,25,9,0,0,0.77778,0.501848,0.388889,0.327731,112.22222,97.77778,131.33334,107.55556,-43.333332,57.333332,-14,131.33334,0.25541,-2.396894,negative
189,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
24,93,9,0,0,1.611109,0.772203,2.055555,1.730981,62.851852,54.77778,79.22222,54.555557,-24.222221,49.11111,-24.88889,79.22222,0.315538,-2.083715,negative
63,179,9,0,0,0.666667,0.222222,1.555556,0.562963,11.814815,9.777778,9.444445,16.222223,-6.111111,-7.111111,13.222222,16.222223,0.419762,2.04457,negative
199,220,9,0,0,1.166667,0.833333,0.888889,0.474074,6.62963,5.333334,5,9.555555,-3.888889,-4.888889,8.777778,9.555555,0.5039,2.030867,negative
90,122,9,0.111111,0,1.666667,1.398412,1.166667,0.691215,16.185184,10.222222,25.333334,13,-17.88889,27.444445,-9.555555,25.333334,0.584744,-2.247266,negative
12,154,9,0,0,3.222222,3.051848,2.333333,3.200002,19.703703,14.888889,28.555555,15.666667,-14.444445,26.555555,-12.111111,28.555555,0.479715,-2.142529,negative
170,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
97,176,9,0,0,0.777778,0.655461,2.388889,1.306679,22.185184,19,19.777779,27.777779,-9.555555,-7.222222,16.777779,27.777779,0.316041,2.179845,negative
204,12,9,0,0,0.777777,0.518519,1.777779,0.785183,127.44444,115.55556,143.11111,123.666664,-35.666668,47,-11.333333,143.11111,0.19252,-2.402917,negative
88,91,9,0,0,1.055556,0.827758,0.722221,0.772203,104.888885,92.55556,123.44444,98.666664,-37,55.666668,-18.666666,123.44444,0.250204,-2.300486,negative
26,211,9,0,0,1.666667,1.466667,1.666667,1.822222,16.37037,13.777778,14.666667,20.666668,-7.777778,-5.111111,12.888889,20.666668,0.333856,2.239034,negative
18,87,9,0,0,1.555556,1.962613,1.888889,1.746955,2.925926,1.222222,5.666666,1.888889,-5.111111,8.222222,-3.111111,5.666666,0.862771,-2.229493,negative
44,123,9,0,0,1.055556,0.996296,1,0.844444,1.481481,0.222222,3.666667,0.555556,-3.777778,6.555555,-2.777778,3.666667,0.961905,-2.16176,negative
232,175,9,0,0,1.166667,0.62361,2.833333,2.167949,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.444445,14.222222,20.11111,0.387412,2.242196,negative
37,104,9,0,0,7.833333,9.713106,22.111109,21.61858,18.62963,14.888889,23.444445,17.555555,-11.222222,14.444445,-3.222222,23.444445,0.607613,-2.42507,negative
99,160,9,0,0,2,0.843274,3.055555,2.360948,28.037037,21.11111,29.666666,33.333336,-20.777779,4.888889,15.888889,33.333336,0.367514,2.827106,negative
179,162,9,0,0,1.944445,1.307408,14.055556,5.929622,40.296295,34.666668,49.22222,37,-16.88889,26.777779,-9.888889,49.22222,0.289652,-2.341198,negative
6,118,9,0,0,0.055556,0.136083,0.055556,0.136083,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.094395,negative
252,201,9,0,0,4.611111,5.495115,5.555555,5.795274,40.296295,35.77778,49,36.11111,-13.555555,26.11111,-12.555555,49,0.275368,-2.175826,negative
79,57,9,0,0,1.722222,1.618517,1.944445,1.974073,26.814816,24,36.22222,20.222221,-8.444445,28.222221,-19.777779,36.22222,0.440509,-1.837675,positive
229,124,9,0,0,0.888889,0.074074,0.888889,0.340741,5.888889,7.111111,7.111111,3.444444,3.666667,3.666667,-7.333334,7.555555,0.545855,-1.037663,positive
93,190,9,0,0,5.500001,1.822697,2.611111,3.234651,53.592594,47.333332,66.88889,46.555557,-18.777779,39.88889,-21.11111,66.88889,0.303602,-2.052546,negative
152,199,9,0,0,1.111111,0.518519,0.833334,0.255555,17.962963,15.222222,15.444445,23.222221,-8.222222,-7.555555,15.777778,23.222221,0.348063,2.129513,negative
223,161,9,0,0,1.388889,3.040736,8.999999,31.022234,42.037037,36,52.22222,37.88889,-18.11111,30.555555,-12.444445,52.22222,0.308416,-2.282295,negative
201,92,9,0,0,0.833335,0.211111,0.77778,0.296297,90.333336,74.888885,115.44444,80.66667,-46.333332,75.333336,-29,115.44444,0.35122,-2.242802,negative
16,82,9,0,0,4.333334,41.288895,6.222223,66.65185,8.481482,4.333334,14.555555,6.555555,-12.444445,18.222221,-5.777778,14.555555,0.742819,-2.320628,negative
112,18,9,0,0,0.833333,0.691216,0.5,0.278888,113.77778,102.333336,130.11111,108.888885,-34.333332,49,-14.666667,130.11111,0.213257,-2.340839,negative
222,62,9,0,0,0.277778,0.250924,0.666667,0.557773,6.407407,4.111111,11.444445,3.666667,-6.888889,15.111111,-8.222222,11.444445,0.680808,-2.034152,negative
243,120,9,0,0,4.444445,4.359749,1.555555,1.833839,47.851852,44.77778,56.333332,42.444443,-9.222222,25.444445,-16.222221,56.333332,0.245321,-1.910735,negative
172,140,9,0,0,3,0.421636,0.666667,0.421637,3.222222,2.666667,5,2,-1.666667,5.333334,-3.666667,5,0.656085,-1.853161,negative
251,24,9,0,0,1.166667,0.966665,1.611109,0.418519,121.62963,110.77778,137.77779,116.333336,-32.555557,48.444443,-15.888889,137.77779,0.195977,-2.307914,negative
97,86,9,0.111111,0,1.5,0.833333,3.555556,2.162964,23.814816,23.333334,30.222221,17.88889,-1.444444,19.222221,-17.777779,30.222221,0.405541,-1.60859,positive
234,194,9,0,0.222222,1.444445,1.951259,3.833333,3.089408,48.62963,43,60.333332,42.555557,-16.88889,35.11111,-18.222221,60.333332,0.298369,-2.071876,negative
69,17,9,0,0,0.611112,0.107405,0.666667,0.311108,130.2963,120.77778,143.88889,126.22222,-28.555555,40.77778,-12.222222,143.88889,0.160604,-2.339493,negative
209,70,9,0,0.111111,2.222223,1.82168,8.777778,3.461964,36.74074,33.666668,44.444443,32.11111,-9.222222,23.11111,-13.888889,44.444443,0.273358,-1.960582,negative
63,201,9,0,0,1.444444,0.918519,0.944444,0.551852,7.777778,6.222222,5.555555,11.555555,-4.666666,-6.666666,11.333333,11.555555,0.543201,1.982987,negative
232,175,9,0,0,1.166667,0.62361,2.833333,2.167949,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.444445,14.222222,20.11111,0.387412,2.242196,negative
79,44,9,0,0,4.888889,3.201852,2.111113,1.128748,58.666668,50.11111,75.55556,50.333332,-25.666666,50.666668,-25,75.55556,0.339917,-2.102652,negative
231,124,9,0,0,3.444445,14.962965,1.833333,6.433335,3,1.444444,5.888889,1.666667,-4.666666,8.666667,-4,5.888889,0.895369,-2.118937,negative
76,200,9,0,0,2.777779,0.779364,4.333333,2.8829,56.37037,50.444443,69.66667,49,-17.777779,39.88889,-22.11111,69.66667,0.296836,-2.021172,negative
200,165,9,0.111111,0,2.277778,3.974076,1.777778,0.918519,17.333334,12.888889,16.444445,22.666666,-13.333333,-2.666667,16,22.666666,0.43082,2.471197,negative
47,127,9,0,0,1.166667,0.960324,1.055556,0.490653,17.592592,9,30.11111,13.666667,-25.777779,37.555557,-11.777778,30.11111,0.701476,-2.326275,negative
